timestamp,line,machine,shift,product_type,batch_size,operator_experience_years,setup_time_min,cycle_time_min,wait_time_min,temperature_F,pressure_bar,vibration_mm_s,torque_Nm,humidity_pct,energy_kwh,defect,defect_count,failure,sensor_01,sensor_02,sensor_03,sensor_04,sensor_05,sensor_06,sensor_07,sensor_08,sensor_09,sensor_10,sensor_11,sensor_12
2025-09-09 05:54:00,Line-A,M4,Swing,P3,37,7.6,9.54,29.54,18.73,83.01,35.02,2.337,62.35,40.9,4.701,0,0,0,0.989,1.202,1.695,1.866,1.675,-0.683,-0.239,0.371,0.433,0.491,1.021,0.73
2025-09-26 22:06:00,Line-A,M2,Swing,P2,21,4.8,15.47,27.36,6.71,66.31,,2.868,57.43,40.5,4.571,0,0,0,0.178,0.512,0.395,0.632,0.971,2.065,1.471,1.556,2.253,-0.759,-0.018,0.58
2025-10-05 02:44:00,Line-B,M5,Day,P1,13,9.9,10.42,19.09,8.98,62.31,25.88,,48.67,45.0,4.285,0,0,0,-0.962,-1.017,-0.832,-0.531,-0.374,1.095,1.42,0.874,1.438,-0.43,-0.491,-1.554
2025-09-26 09:27:00,Line-A,M4,Swing,P2,19,2.8,11.77,21.58,10.64,60.75,24.25,1.204,47.41,38.0,4.117,0,0,0,-1.662,-1.075,,-0.806,-0.383,0.133,0.224,-0.321,0.171,-1.238,-1.144,-1.078
2025-10-12 19:41:00,Line-B,M3,Day,P1,31,6.3,5.35,21.35,7.62,66.47,28.97,0.097,44.53,43.1,3.929,0,0,0,-1.553,-0.608,-0.293,-0.72,-0.613,-1.917,-1.556,-2.493,-1.47,-1.198,-2.354,-1.262
2025-10-06 13:34:00,Line-C,M2,Swing,P3,32,2.7,16.3,28.81,9.8,74.57,,2.356,57.64,45.6,4.433,0,0,0,0.436,0.543,0.895,0.499,0.956,0.404,0.547,0.685,0.675,0.072,0.689,0.183
2025-10-23 07:05:00,Line-A,M1,Day,P1,43,0.2,8.78,27.34,11.18,70.89,29.29,2.817,54.88,44.1,4.746,0,0,1,0.807,-0.454,0.487,0.965,0.49,1.302,0.89,1.003,0.957,0.304,0.577,0.988
2025-09-08 18:45:00,Line-C,M1,Day,P3,9,3.2,14.63,21.41,10.38,72.63,30.67,2.074,57.36,29.9,4.306,0,0,0,0.276,0.555,0.787,0.17,0.434,0.35,0.048,-0.12,0.696,-0.896,-1.609,-1.742
2025-09-16 17:40:00,Line-C,M4,Swing,P4,38,5.9,17.85,27.05,5.59,64.23,25.07,1.431,48.42,42.5,4.514,1,1,0,-1.014,-0.527,-0.358,-0.707,-0.267,-0.505,-0.832,0.177,-0.716,0.619,-0.972,-0.479
2025-10-11 02:40:00,Line-C,M1,Day,P3,59,3.8,15.58,21.01,6.06,57.05,23.87,,44.74,39.7,4.069,0,0,0,-0.818,-1.235,-0.744,-1.537,-0.765,0.604,0.618,0.761,1.259,-1.114,-0.33,-2.499
2025-10-12 06:41:00,Line-B,M3,Swing,P1,44,6.7,7.63,22.6,4.01,71.52,28.2,3.098,56.81,40.6,3.693,0,0,0,-0.779,-0.059,0.152,0.325,0.364,1.577,1.892,1.75,2.122,-0.895,0.412,-0.706
2025-10-11 04:26:00,Line-B,M1,Swing,P3,40,4.1,14.89,26.89,5.58,74.69,32.4,1.957,63.02,34.9,4.1,0,0,0,0.684,0.985,,1.009,0.611,0.898,0.529,0.737,1.051,-0.656,-1.023,-0.129
2025-09-30 10:37:00,Line-B,M4,Day,P1,26,5.2,6.62,27.3,20.93,76.01,38.5,3.876,64.84,39.1,4.626,0,0,1,1.171,0.881,0.917,1.217,1.307,2.449,2.385,1.846,2.3,0.728,0.375,0.826
2025-09-23 11:26:00,Line-A,M4,Day,P1,12,4.0,10.49,25.11,10.67,68.97,27.34,2.708,54.32,37.0,4.587,0,0,0,0.149,-0.212,-0.06,-0.268,0.497,1.867,2.136,1.318,1.598,-0.392,-0.861,0.427
2025-10-25 23:52:00,Line-C,M5,Day,P3,16,6.1,17.73,23.04,3.85,69.58,32.28,3.741,61.67,33.1,4.116,0,0,0,0.032,0.52,0.781,0.334,1.09,2.477,2.102,2.17,1.786,-1.183,-0.377,-1.554
2025-10-29 18:08:00,Line-B,M3,Night,P1,36,5.0,6.95,31.64,19.81,,34.12,2.403,59.3,43.7,4.532,0,0,0,1.026,0.841,,1.374,1.62,0.531,0.565,0.603,0.227,0.399,0.766,0.227
2025-09-23 08:49:00,Line-A,M2,Swing,P2,44,4.8,13.66,29.34,11.88,73.92,31.43,,60.13,41.5,4.97,0,0,0,0.63,0.522,0.676,1.183,1.285,1.948,1.866,1.19,1.601,0.118,-0.115,-0.617
2025-10-31 04:26:00,Line-C,M3,Night,P2,20,10.5,11.6,24.1,6.48,72.26,29.32,1.97,53.08,38.3,4.418,0,0,0,0.41,0.082,,0.161,0.471,1.116,1.075,0.941,0.948,-1.284,-1.033,-1.308
2025-10-01 21:57:00,Line-A,M5,Swing,P2,7,0.4,12.43,21.85,9.84,70.72,28.15,0.876,56.45,41.0,4.342,0,0,0,0.475,0.564,,0.737,0.314,-0.351,0.571,-0.091,-0.043,0.08,-0.449,-0.464
2025-09-23 16:54:00,Line-B,M2,Night,P4,10,2.3,19.94,24.77,13.1,72.15,30.95,2.249,60.16,41.7,4.64,0,0,0,0.987,0.363,0.678,1.269,0.49,1.126,0.627,1.479,1.334,0.361,0.628,1.318
2025-09-01 09:51:00,Line-C,M3,Swing,P2,56,5.3,7.95,21.26,8.82,62.13,25.18,0.485,46.39,34.1,4.254,0,0,0,-1.25,-0.224,-1.069,-0.876,-1.079,-1.134,-1.197,-0.802,-0.927,-0.761,-0.963,-2.088
2025-09-11 00:22:00,Line-B,M1,Swing,P1,36,3.1,6.71,28.97,6.59,73.68,28.86,0.869,56.2,46.4,4.296,0,0,0,0.341,-0.025,0.128,0.886,0.475,-0.82,-0.512,-0.819,-0.919,-0.075,-1.068,-0.13
2025-10-22 03:30:00,Line-B,M3,Swing,P1,23,7.6,4.25,23.78,4.3,70.19,32.33,2.76,55.79,34.2,4.404,0,0,0,0.398,-0.071,0.44,0.238,0.862,1.185,1.492,1.689,1.672,-0.745,-0.172,-1.195
2025-10-06 09:55:00,Line-C,M4,Night,P2,17,2.9,11.34,23.47,14.33,74.18,30.81,2.96,57.7,41.3,3.708,0,0,0,-0.327,0.455,0.206,1.32,0.934,0.75,1.584,1.464,1.031,0.303,0.247,0.318
2025-09-19 17:28:00,Line-A,M3,Day,P4,11,4.9,21.47,26.79,10.72,71.23,32.46,0.848,52.96,44.3,4.063,0,0,0,0.085,0.415,-0.261,0.309,1.007,-1.059,-0.833,-0.659,-0.164,0.404,-0.023,0.186
2025-09-29 03:33:00,Line-A,M5,Day,P2,29,2.9,13.06,23.26,11.76,72.11,33.8,3.732,58.91,33.0,4.112,0,0,0,0.712,1.107,0.875,0.668,1.765,1.613,1.991,1.692,1.955,-1.127,-0.358,-1.137
2025-09-19 22:21:00,Line-A,M3,Swing,P4,49,5.1,16.24,33.8,23.09,82.48,37.68,2.941,66.33,44.8,4.979,0,0,0,1.753,1.802,1.878,2.06,1.693,0.846,0.305,0.886,1.635,0.79,1.072,1.084
2025-10-02 10:44:00,Line-B,M1,Day,P4,47,3.4,18.04,22.25,4.91,67.03,28.71,1.871,48.2,52.9,4.245,0,0,0,-0.057,-0.979,,-0.067,-0.996,0.473,0.519,0.97,0.755,-0.645,-0.213,0.646
2025-10-10 17:51:00,Line-B,M5,Day,P1,55,3.7,5.98,29.32,6.17,74.71,34.47,3.466,62.84,42.3,4.977,0,0,0,0.086,0.952,0.807,0.791,0.76,1.54,1.541,1.794,1.895,0.459,0.211,0.784
2025-10-25 12:43:00,Line-A,M3,Day,P4,32,4.2,14.89,21.66,8.03,65.78,29.94,2.685,58.66,31.5,4.14,0,0,0,-0.638,0.36,0.16,-0.01,0.156,1.184,1.126,1.084,0.766,-1.406,,-1.759
2025-10-11 13:02:00,Line-A,M2,Swing,P3,33,3.0,15.3,23.31,7.81,64.31,26.81,0.618,44.51,28.0,3.816,0,0,0,-1.19,-0.991,-0.427,-0.371,0.439,-1.393,-0.611,-1.431,-0.729,-1.202,-1.749,-2.388
2025-09-05 18:02:00,Line-A,M3,Day,P2,5,5.0,17.4,26.19,12.64,74.95,30.26,,56.76,42.4,4.224,0,0,0,1.183,1.131,0.993,1.333,0.897,0.128,0.12,-0.07,1.179,-0.569,-0.319,0.39
2025-10-11 00:46:00,Line-A,M2,Night,P4,30,5.9,18.63,29.7,8.35,75.76,,1.278,54.04,37.2,4.604,1,0,0,0.484,0.667,0.445,1.04,0.825,-0.797,-0.557,-0.606,-0.345,0.078,,-0.177
2025-10-18 10:55:00,Line-B,M5,Swing,P4,29,2.6,18.46,25.85,8.26,67.35,28.64,2.065,53.97,42.0,4.438,0,0,0,0.384,0.719,0.023,0.717,0.716,0.392,0.872,0.871,1.139,0.19,,-0.343
2025-09-21 00:04:00,Line-A,M3,Day,P2,16,6.0,12.22,23.05,7.25,68.93,25.65,2.882,56.62,41.5,4.04,0,0,0,-0.417,-0.268,0.382,0.09,0.449,0.844,0.931,1.802,1.856,-0.091,-0.744,-1.345
2025-10-10 21:54:00,Line-A,M4,Day,P4,31,3.2,20.44,27.19,12.32,73.08,33.94,5.401,65.16,39.7,4.449,1,5,1,0.288,0.914,0.689,0.35,0.759,3.706,3.469,3.683,3.141,0.144,-0.289,0.277
2025-10-29 00:37:00,Line-A,M3,Day,P3,24,5.1,15.72,23.49,3.32,68.52,28.82,1.463,53.12,46.6,4.221,0,0,0,-0.092,0.378,0.689,-0.121,0.19,-0.054,0.157,0.386,0.254,0.8,-0.031,0.611
2025-09-05 11:00:00,Line-C,M2,Night,P4,12,4.3,20.04,23.0,9.53,68.59,29.46,3.63,59.9,36.2,4.536,0,0,0,-0.374,0.286,0.148,0.17,0.409,1.945,2.146,2.046,2.022,-0.234,-0.246,-0.339
2025-10-20 04:00:00,Line-A,M4,Day,P2,41,2.6,12.61,30.26,22.1,81.1,39.86,2.512,63.15,38.3,4.578,1,0,0,1.618,1.537,1.526,2.159,2.447,0.149,0.726,0.468,0.112,1.474,0.763,0.286
2025-09-26 04:57:00,Line-B,M5,Swing,P3,18,0.4,13.59,24.86,7.94,74.49,30.02,3.452,56.24,41.8,4.625,0,0,0,0.969,-0.074,0.929,1.022,0.466,2.149,1.668,2.679,2.013,1.17,1.002,-0.021
2025-10-06 06:54:00,Line-B,M4,Day,P1,21,3.1,9.61,19.37,9.35,64.5,22.42,1.653,49.84,20.9,4.108,0,0,0,-1.24,-1.523,-0.504,-1.062,-0.785,0.213,0.121,1.065,0.02,-1.633,-1.916,-2.294
2025-10-09 22:11:00,Line-B,M4,Night,P1,7,5.1,9.14,23.93,14.65,77.75,33.24,2.899,56.29,45.4,4.07,1,3,0,0.128,0.759,0.895,0.737,1.257,1.162,0.818,0.777,2.749,0.933,0.245,0.872
2025-10-16 23:58:00,Line-A,M1,Swing,P1,12,2.7,8.87,25.32,8.53,66.52,24.92,1.508,50.14,36.3,4.556,0,0,0,-0.495,-0.707,-0.389,-0.206,-0.434,0.561,0.009,0.233,0.213,-0.472,-1.712,-1.224
2025-09-04 16:24:00,Line-B,M5,Day,P2,15,7.2,10.57,26.11,3.37,69.72,28.38,1.583,53.76,38.8,4.775,0,0,0,0.731,0.344,0.406,0.801,0.764,-0.015,-0.023,0.209,-0.181,-0.363,-1.155,-1.413
2025-09-08 12:12:00,Line-A,M1,Day,P2,47,1.4,12.74,24.37,9.03,,28.4,1.761,48.02,41.6,4.302,0,0,0,-0.861,-1.061,,-1.11,-0.327,0.2,0.161,0.435,-0.102,-0.767,-1.598,-0.657
2025-10-03 02:35:00,Line-A,M4,Swing,P4,53,0.2,18.93,24.05,9.66,59.35,25.9,2.593,48.11,47.1,4.031,0,0,0,-0.223,-0.654,-0.807,-0.731,-0.594,0.684,0.429,0.855,1.06,-0.109,-1.487,0.454
2025-09-06 09:35:00,Line-A,M2,Swing,P3,16,2.8,13.6,23.71,6.67,66.47,28.95,2.035,57.23,40.1,4.159,0,0,0,-0.807,0.373,-0.235,-0.624,-0.166,0.835,0.433,1.009,0.755,-1.226,-0.408,-0.109
2025-09-12 22:13:00,Line-B,M1,Swing,P1,15,6.7,8.71,22.97,10.38,,32.05,3.516,58.97,40.7,4.549,0,0,1,1.045,1.102,0.871,1.25,1.04,2.148,1.308,1.979,2.385,0.012,0.157,0.482
2025-09-30 10:44:00,Line-B,M1,Swing,P2,15,4.1,15.52,29.34,17.87,78.34,34.16,2.901,59.6,35.2,4.502,1,4,0,1.206,0.963,0.862,0.908,1.977,1.997,0.532,1.422,1.653,0.6,,1.19
2025-10-29 02:41:00,Line-C,M5,Night,P3,43,4.9,14.82,24.64,6.29,63.25,24.86,2.88,51.84,30.0,4.214,0,0,0,-1.338,-0.605,-1.047,-1.159,-0.659,1.681,1.106,1.893,1.935,-1.721,-1.791,-2.519
2025-09-07 01:29:00,Line-A,M2,Night,P1,22,5.7,8.68,28.26,9.32,68.59,26.52,2.856,51.58,39.5,4.654,0,0,0,-0.716,-0.07,-0.631,-0.559,-0.043,0.769,1.143,0.893,1.187,-0.566,-0.38,-1.121
2025-09-25 06:30:00,Line-B,M5,Day,P1,5,6.7,11.03,23.96,18.99,80.3,35.84,3.013,61.97,38.2,4.386,0,0,0,1.332,1.549,1.038,1.16,1.563,0.161,0.811,0.723,0.601,0.547,-0.001,-0.135
2025-10-20 19:19:00,Line-B,M1,Day,P4,22,3.0,17.49,26.35,7.14,73.73,32.65,2.704,59.26,46.6,4.603,1,1,0,0.41,0.446,0.665,0.491,0.579,0.863,0.86,1.222,1.639,0.977,1.742,1.461
2025-10-05 08:55:00,Line-B,M4,Day,P3,21,2.8,15.57,27.58,12.93,,34.65,2.997,58.65,43.6,4.719,0,0,0,0.93,0.501,1.227,0.351,0.796,0.922,1.928,1.467,1.154,-0.625,0.017,0.363
2025-10-17 13:10:00,Line-A,M2,Swing,P2,51,2.3,11.96,28.78,12.18,76.66,32.25,2.053,56.69,48.2,4.72,0,0,0,0.87,1.192,0.49,1.323,0.602,1.054,0.662,0.586,0.371,0.403,0.43,0.802
2025-09-27 07:15:00,Line-B,M3,Day,P1,55,5.2,8.52,25.56,6.26,73.9,29.21,1.003,54.67,39.5,4.914,0,0,0,0.336,0.165,-0.144,-0.111,0.748,-0.864,-0.509,-0.248,-1.077,0.063,-0.766,-0.558
2025-09-26 06:22:00,Line-C,M4,Day,P1,34,4.6,12.21,20.34,3.03,67.61,28.53,1.213,51.81,40.2,4.74,0,0,0,-0.066,0.009,-0.26,0.508,-0.134,-0.21,0.016,0.573,0.179,-0.047,0.25,0.536
2025-10-07 15:39:00,Line-B,M4,Night,P3,55,7.6,13.96,33.17,9.11,69.45,31.42,2.188,54.02,46.1,4.45,0,0,0,0.61,0.649,0.399,0.867,0.746,-0.038,0.753,-0.046,0.37,0.04,0.506,0.25
2025-09-21 17:10:00,Line-B,M3,Day,P2,36,3.2,15.45,25.35,6.92,75.86,31.71,2.888,60.27,41.0,4.705,0,0,0,0.56,0.741,1.012,0.482,1.127,0.718,1.916,1.308,1.112,-0.581,-0.47,0.536
2025-09-29 23:50:00,Line-B,M1,Swing,P4,24,4.5,18.43,23.13,3.65,62.9,26.95,2.053,48.18,46.2,4.068,0,0,0,-0.795,-1.017,-0.765,-0.211,-1.253,-0.086,-0.017,0.576,0.487,-0.621,-0.433,-0.247
2025-10-16 15:12:00,Line-A,M1,Night,P1,51,1.3,8.79,29.51,10.91,70.29,30.22,2.11,61.78,43.8,4.58,0,0,0,0.103,0.527,0.586,0.374,0.442,0.711,0.233,1.114,0.578,0.071,-0.668,0.057
2025-10-18 20:31:00,Line-B,M2,Night,P2,54,6.3,8.03,37.68,22.28,80.97,35.43,1.474,61.84,40.0,4.813,0,0,0,1.688,1.38,1.886,1.737,2.046,-0.634,-0.395,-0.059,-0.517,0.225,0.652,0.258
2025-10-15 18:10:00,Line-B,M5,Swing,P3,24,0.5,15.59,28.58,11.5,72.34,33.05,0.673,57.27,47.3,4.621,0,0,0,0.85,0.884,,0.836,1.283,-0.729,-0.969,-0.882,-0.788,0.933,0.027,-0.03
2025-10-23 00:36:00,Line-A,M5,Day,P4,29,6.9,19.21,23.94,5.08,67.83,28.61,1.213,56.44,43.6,4.225,0,0,0,0.012,0.313,-0.084,-0.07,0.548,-0.361,-0.59,-0.031,-0.565,0.091,-0.613,-0.087
2025-09-03 09:40:00,Line-C,M4,Night,P1,21,4.1,5.55,26.93,9.72,66.44,26.28,1.079,50.43,37.2,4.318,0,0,0,-0.784,-0.508,-0.503,-0.416,0.183,-0.003,-0.499,-0.189,-0.465,-0.531,-0.141,-1.466
2025-09-08 15:08:00,Line-A,M4,Day,P1,22,5.4,10.56,26.77,10.13,68.28,32.05,,55.96,52.8,4.299,0,0,0,0.179,-0.317,0.367,0.248,1.028,0.418,1.362,1.295,0.961,0.178,1.064,0.965
2025-10-17 05:42:00,Line-B,M1,Swing,P2,40,4.3,10.31,27.59,9.19,72.89,31.78,2.988,58.86,37.3,4.568,0,0,0,0.547,0.405,0.61,0.868,0.484,1.089,1.644,1.425,2.095,-0.932,-0.786,-0.661
2025-09-21 13:42:00,Line-B,M1,Day,P3,39,10.2,19.94,26.27,7.97,71.18,30.75,1.483,54.82,30.2,4.3,0,0,0,0.379,0.026,0.444,0.747,1.142,-0.139,-0.693,-0.46,0.313,0.071,-1.268,-1.409
2025-09-24 18:33:00,Line-A,M5,Day,P1,21,2.9,8.46,27.47,15.57,79.65,30.2,1.565,59.21,43.9,4.526,0,0,0,0.929,1.062,1.426,0.916,1.514,-0.163,0.507,0.243,0.329,0.487,0.474,0.144
2025-09-24 15:51:00,Line-A,M4,Swing,P1,49,3.8,9.22,23.72,10.26,66.5,28.41,1.706,53.71,45.3,4.262,0,0,0,-0.323,-0.151,0.303,-0.87,0.203,1.635,0.959,0.749,1.12,-0.745,-0.74,-0.36
2025-09-20 13:57:00,Line-A,M3,Day,P2,15,0.7,13.59,23.49,10.47,66.77,28.38,0.363,50.58,37.9,4.04,0,0,0,-0.181,-0.409,0.09,-0.41,0.545,-0.633,-1.492,-1.107,-1.573,-1.263,-1.195,-0.897
2025-10-16 09:34:00,Line-B,M3,Night,P3,43,7.6,10.71,23.95,3.02,72.63,32.75,1.468,54.86,36.0,4.527,0,0,0,-0.146,0.512,0.794,1.029,0.52,-0.223,0.243,-0.248,0.185,0.225,0.438,-0.874
2025-09-21 18:28:00,Line-A,M3,Night,P3,9,1.7,14.36,21.4,6.49,66.31,26.31,0.967,52.98,41.0,4.352,0,0,0,-0.816,0.117,-0.012,-0.587,0.192,-1.066,-0.249,-0.511,-0.646,-1.457,-0.775,-1.491
2025-10-10 00:08:00,Line-A,M5,Day,P3,49,7.3,12.82,20.01,7.6,64.16,26.06,2.463,51.64,38.9,4.495,0,0,0,-0.747,-1.031,-0.361,-1.089,0.036,0.387,0.913,0.869,0.508,-1.201,-0.683,-0.805
2025-09-21 02:06:00,Line-B,M5,Night,P2,5,5.1,17.11,29.71,24.07,81.59,33.91,3.39,64.94,46.9,4.772,0,0,0,1.869,1.241,,1.462,1.571,1.945,1.32,1.329,2.337,1.491,0.942,0.522
2025-10-02 10:47:00,Line-B,M2,Swing,P2,30,1.1,11.53,23.55,11.86,62.15,23.7,1.147,49.06,47.5,4.274,0,0,0,-1.336,-1.269,-0.955,-0.884,-0.645,-0.346,-1.198,-0.02,0.117,0.47,-0.156,0.433
2025-09-26 20:21:00,Line-B,M1,Day,P2,10,7.7,13.52,21.89,6.06,69.5,30.36,0.133,51.1,42.5,4.041,0,0,0,0.249,0.586,1.483,0.798,0.289,-1.419,-1.258,-0.631,-1.065,-0.857,,-1.712
2025-09-20 05:49:00,Line-C,M5,Swing,P3,5,4.4,16.87,24.69,11.09,75.81,31.31,2.527,61.64,44.9,4.85,0,0,0,0.881,0.505,1.097,1.326,1.399,1.644,0.691,1.136,1.38,0.518,0.248,0.635
2025-09-14 04:43:00,Line-C,M4,Swing,P4,42,7.7,18.76,26.1,0.71,70.74,25.49,,53.53,53.2,4.511,0,0,0,-0.134,-0.006,0.32,0.62,0.861,1.176,0.583,0.795,0.203,-0.095,0.462,0.205
2025-10-20 12:10:00,Line-C,M4,Day,P1,27,6.1,7.01,26.49,15.69,77.95,32.58,0.886,55.95,51.5,4.068,0,0,0,1.659,0.848,1.586,0.714,1.222,-1.375,-1.622,-1.061,-1.004,0.878,0.965,1.077
2025-10-13 14:57:00,Line-B,M4,Day,P1,56,6.3,7.3,22.06,4.76,61.51,25.19,3.307,50.72,43.8,4.036,0,0,0,-0.612,-0.64,-0.91,-1.526,-0.15,2.153,2.117,2.016,2.371,-0.456,-0.201,-0.56
2025-09-15 05:31:00,Line-C,M5,Swing,P3,34,6.2,14.62,23.66,5.24,70.7,31.83,1.972,55.09,42.6,3.669,0,0,0,-0.028,0.546,0.954,0.804,0.296,0.569,0.559,0.399,0.538,-0.066,-0.709,-0.963
2025-09-07 04:50:00,Line-B,M1,Swing,P1,9,5.7,9.19,21.37,6.17,62.61,24.91,2.698,51.78,41.5,4.111,0,0,0,-0.593,-0.502,-0.662,-0.532,0.242,1.076,1.741,0.89,2.075,-1.106,-0.843,-0.659
2025-09-01 08:44:00,Line-C,M3,Day,P1,55,3.8,7.5,25.47,5.39,68.47,30.27,1.413,53.71,42.6,4.434,0,0,0,-0.182,0.188,0.383,0.687,1.052,-0.801,0.019,-0.249,0.904,-0.326,0.151,1.108
2025-09-28 21:08:00,Line-B,M3,Day,P1,33,5.2,5.75,27.5,9.09,64.78,27.7,1.112,49.45,33.0,4.751,0,0,0,-0.208,-0.145,-0.012,-0.055,-0.219,0.074,-0.255,0.089,-0.298,-0.827,-0.611,-1.459
2025-10-24 16:09:00,Line-A,M3,Day,P4,22,5.5,15.97,25.03,8.83,70.07,28.17,2.397,54.52,34.7,4.546,0,0,0,0.136,0.277,0.424,0.377,0.077,1.332,1.144,0.606,1.372,-0.565,-0.498,0.115
2025-09-23 22:00:00,Line-B,M3,Swing,P3,25,3.7,16.69,25.8,7.91,70.14,30.26,1.959,57.05,30.5,4.781,0,0,0,0.334,0.124,0.783,0.066,0.66,0.273,1.539,0.934,0.199,-0.642,-0.548,-0.463
2025-10-04 14:33:00,Line-A,M1,Day,P1,28,4.0,8.35,21.39,1.88,65.82,26.05,2.284,54.61,43.1,4.233,0,0,0,-0.652,-0.404,0.106,-0.036,0.275,0.756,0.318,1.551,0.969,-0.433,-1.351,-0.378
2025-09-02 15:12:00,Line-A,M4,Night,P2,51,8.5,12.91,29.82,22.79,80.37,34.2,3.684,63.98,41.2,4.579,1,3,1,0.787,1.569,1.878,1.228,2.107,1.944,1.497,1.688,1.798,-0.348,0.294,-0.285
2025-09-12 05:55:00,Line-B,M4,Day,P1,5,3.6,11.19,25.4,9.2,63.22,25.92,0.672,49.44,38.7,4.424,0,0,0,-0.531,-0.404,-0.247,-0.393,-0.173,-0.038,-0.954,-0.854,-1.442,0.262,-0.47,-1.345
2025-09-04 05:20:00,Line-B,M2,Night,P1,6,5.0,9.74,24.72,8.17,73.32,31.44,-0.207,49.33,42.1,4.689,0,0,0,0.222,0.589,0.589,0.48,0.826,-1.964,-2.247,-1.549,-1.446,-0.011,0.362,0.377
2025-09-22 14:49:00,Line-A,M3,Swing,P3,44,5.0,14.65,23.63,4.64,64.58,30.52,3.886,55.04,38.8,4.773,0,0,1,-0.604,-0.225,-0.035,0.591,-0.191,2.95,2.462,2.013,3.198,-0.755,-0.289,-1.063
2025-09-25 01:48:00,Line-B,M1,Night,P2,15,1.4,13.08,24.34,20.87,80.99,33.68,2.621,61.11,38.3,4.724,0,0,0,1.222,1.201,1.586,1.267,1.062,0.841,0.592,0.717,0.956,-0.144,0.748,-0.588
2025-10-08 05:06:00,Line-A,M3,Swing,P4,46,4.8,16.09,26.23,15.78,75.48,32.89,0.173,54.25,42.6,3.881,0,0,0,1.291,0.566,1.433,1.162,1.682,-1.244,-1.374,-1.74,-0.49,0.143,1.067,0.671
2025-10-29 18:20:00,Line-B,M2,Night,P3,54,5.0,14.23,27.97,8.15,73.83,29.13,3.454,59.01,34.4,4.573,0,0,0,-0.528,0.483,0.158,0.435,1.081,1.877,1.469,1.239,2.025,-0.848,-0.357,-1.743
2025-09-10 23:11:00,Line-C,M3,Swing,P1,58,2.4,8.47,29.14,7.76,66.76,30.97,3.297,61.29,46.7,4.762,0,0,0,0.29,0.49,1.014,1.18,0.56,1.474,2.199,2.419,1.33,0.056,-0.657,-0.172
2025-10-25 12:38:00,Line-A,M2,Day,P2,34,3.4,9.56,30.03,8.27,70.96,33.38,,54.58,40.3,4.519,0,0,0,0.112,1.117,1.018,0.775,0.415,-0.605,-0.458,-0.793,-0.481,-0.06,-0.55,-1.112
2025-09-06 17:23:00,Line-A,M3,Swing,P4,44,5.6,17.55,24.01,3.93,72.08,31.85,2.299,57.05,45.1,4.018,0,0,0,-0.189,0.526,1.167,0.559,0.315,0.971,0.261,0.263,1.502,-0.192,0.093,-0.583
2025-09-16 21:16:00,Line-A,M4,Day,P1,7,6.8,10.26,20.33,3.0,68.95,28.1,1.844,54.63,27.2,4.433,0,0,0,-0.539,0.132,-0.094,-0.059,-0.378,0.195,0.351,-0.154,-0.094,-2.098,-2.078,-2.235
2025-10-28 06:08:00,Line-A,M5,Swing,P1,5,7.5,8.19,18.46,3.9,60.16,23.81,1.79,46.89,44.7,3.692,0,0,0,-1.115,-1.288,,-0.649,-0.536,0.222,0.176,0.716,0.141,-0.677,-0.843,-0.653
2025-09-15 03:12:00,Line-A,M3,Day,P1,44,3.3,4.34,31.33,20.0,80.14,37.66,2.731,65.9,34.7,4.782,0,0,0,1.198,1.721,2.175,2.196,1.605,1.005,0.516,0.702,1.762,0.261,0.699,0.29
2025-10-16 02:31:00,Line-C,M4,Day,P3,10,4.0,13.45,19.68,8.57,67.3,25.04,2.342,53.33,47.2,3.981,0,0,0,-1.306,-1.026,-0.623,-0.946,-0.24,1.878,1.507,1.365,1.334,-0.813,0.602,-0.692
2025-10-03 05:10:00,Line-A,M3,Swing,P1,40,0.2,4.35,23.75,10.18,69.48,31.9,0.797,57.93,37.9,4.336,0,0,0,0.815,0.063,0.126,0.675,1.144,-0.418,-0.522,-0.55,0.111,-0.67,0.017,0.2
2025-09-20 00:18:00,Line-C,M1,Day,P1,59,7.1,12.0,22.83,4.7,67.37,26.72,1.098,47.88,36.1,4.075,0,0,0,0.055,-0.952,0.635,-0.302,0.211,0.605,-0.043,-0.735,-0.342,-0.857,-1.249,-1.923
2025-09-09 00:13:00,Line-B,M4,Night,P2,27,2.4,11.69,23.41,9.22,63.89,24.75,1.939,51.56,36.2,4.205,0,0,0,-0.683,-0.393,-1.014,-1.005,-0.612,0.164,0.598,-0.241,0.867,-0.768,-0.597,-1.535
2025-09-14 20:47:00,Line-C,M3,Night,P3,46,4.5,15.24,21.99,9.42,61.33,25.07,0.589,45.6,32.3,3.806,0,0,0,-2.183,-2.023,-1.673,-0.973,-0.786,-1.126,-1.224,-0.896,-1.064,-2.265,-1.797,-1.861
2025-10-09 11:14:00,Line-A,M4,Day,P2,48,1.1,9.68,26.35,11.8,70.91,30.17,1.273,54.83,35.3,4.905,0,0,0,-0.073,0.217,0.403,1.214,0.712,-0.599,-0.455,-0.804,0.179,-0.996,-0.547,-0.811
2025-10-10 19:53:00,Line-A,M5,Day,P4,27,2.2,18.28,26.66,4.92,65.42,27.83,2.401,54.31,47.8,4.802,0,0,0,-1.256,-0.547,-0.277,-0.083,-0.22,0.525,1.033,0.928,1.283,0.137,0.563,0.555
